apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,date,dewPoint,humidity,icon,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
68.08,1528315200,59.11,1528365600.0,68.08,1528315200,57.21,1528275600,0.89,2018-06-06,50.18,0.65,cloudy,0.75,,0.0,0.0,,0.0,,1010.93,Overcast throughout the day.,1528277183,1528331148,68.08,1528315200,59.11,1528365600.0,68.08,1528315200,57.21,1528275600,1528257600,5,1528300800,10.0,93,6.85,1528322400,0.93
69.71,1528398000,56.55,1528452000.0,69.71,1528398000,59.11,1528365600,0.73,2018-06-07,53.85,0.72,partly-cloudy-day,0.78,,0.0,0.0,,0.0,,1019.21,Mostly cloudy throughout the day.,1528363568,1528417585,69.71,1528398000,56.55,1528452000.0,69.71,1528398000,59.11,1528365600,1528344000,7,1528394400,10.0,165,8.3,1528412400,4.57
81.23,1528484400,65.28,1528538400.0,81.23,1528484400,56.55,1528452000,0.37,2018-06-08,58.31,0.69,partly-cloudy-day,0.81,,0.0,0.0,,0.0,,1020.3,Partly cloudy throughout the day.,1528449955,1528504020,80.59,1528484400,65.28,1528538400.0,80.59,1528484400,56.55,1528452000,1528430400,8,1528473600,10.0,219,8.58,1528484400,3.12
79.47,1528567200,66.19,1528632000.0,79.47,1528567200,65.28,1528538400,0.21,2018-06-09,56.02,0.59,partly-cloudy-night,0.85,,0.0,0.0,,0.0,,1019.0,Partly cloudy starting in the afternoon.,1528536344,1528590453,79.47,1528567200,66.19,1528632000.0,79.47,1528567200,65.28,1528538400,1528516800,9,1528560000,10.0,27,6.82,1528549200,1.2
69.36,1528646400,57.65,1528700400.0,69.36,1528646400,60.79,1528686000,0.86,2018-06-10,53.02,0.63,partly-cloudy-day,0.88,,0.0001,0.0017,1528664400.0,0.16,rain,1017.47,Mostly cloudy throughout the day.,1528622735,1528676885,69.36,1528646400,57.65,1528700400.0,69.36,1528646400,60.79,1528686000,1528603200,6,1528642800,9.99,81,5.06,1528646400,1.29
70.19,1528747200,52.82,1528797600.0,70.19,1528747200,57.65,1528700400,0.42,2018-06-11,49.59,0.64,partly-cloudy-day,0.92,,0.0005,0.0055,1528693200.0,0.44,rain,1017.91,Mostly cloudy in the morning.,1528709127,1528763316,70.19,1528747200,52.82,1528797600.0,70.19,1528747200,57.65,1528700400,1528689600,9,1528732800,9.93,123,8.64,1528740000,3.34
73.71,1528830000,61.43,1528869600.0,73.71,1528830000,52.82,1528797600,0.06,2018-06-12,48.88,0.6,partly-cloudy-night,0.95,,0.0,0.0,,0.0,,1022.29,Partly cloudy overnight.,1528795522,1528849744,73.71,1528830000,61.43,1528869600.0,73.71,1528830000,52.82,1528797600,1528776000,10,1528822800,10.0,186,13.57,1528833600,4.53
76.94,1528930800,66.7,1528970400.0,76.94,1528930800,61.43,1528869600,0.77,2018-06-13,62.32,0.8,partly-cloudy-day,0.99,,0.0007,0.0105,1528912800.0,0.71,rain,1013.25,Mostly cloudy throughout the day.,1528881919,1528936172,76.16,1528930800,66.7,1528970400.0,76.16,1528930800,61.43,1528869600,1528862400,5,1528909200,9.7,207,8.24,1528941600,5.04
83.21,1529010000,62.94,1529056800.0,83.21,1529010000,66.7,1528970400,0.19,2018-06-14,53.16,0.5,clear-day,0.03,,0.0002,0.0029,1528952400.0,0.19,rain,1008.26,Clear throughout the day.,1528968317,1529022597,83.21,1529010000,62.94,1529056800.0,83.21,1529010000,66.7,1528970400,1528948800,10,1528992000,10.0,293,18.78,1528995600,7.58
74.17,1529092800,58.53,1529143200.0,74.17,1529092800,62.94,1529056800,0.4,2018-06-15,51.29,0.55,partly-cloudy-day,0.07,,0.0,0.0,,0.0,,1013.46,Mostly cloudy throughout the day.,1529054718,1529109020,74.17,1529092800,58.53,1529143200.0,74.17,1529092800,62.94,1529056800,1529035200,6,1529074800,10.0,344,11.49,1529074800,5.11
82.64,1529182800,61.43,1529229600.0,82.64,1529182800,58.53,1529143200,0.05,2018-06-16,51.8,0.54,clear-day,0.11,,0.0,0.0,,0.0,,1016.38,Clear throughout the day.,1529141120,1529195442,82.64,1529182800,61.43,1529229600.0,82.64,1529182800,58.53,1529143200,1529121600,10,1529168400,10.0,270,6.92,1529179200,1.43
88.55,1529265600,69.3,1529312400.0,88.55,1529265600,61.43,1529229600,0.04,2018-06-17,55.62,0.53,clear-day,0.14,,0.0,0.0,,0.0,,1017.79,Clear throughout the day.,1529227524,1529281862,88.55,1529265600,68.88,1529312400.0,88.55,1529265600,61.43,1529229600,1529208000,10,1529251200,10.0,195,8.08,1529276400,2.18
95.85,1529355600,76.54,1529402400.0,95.85,1529355600,69.3,1529312400,0.22,2018-06-18,67.25,0.68,partly-cloudy-day,0.18,,0.0021,0.0408,1529370000.0,0.68,rain,1014.0,Partly cloudy starting in the afternoon and humid throughout the day.,1529313930,1529368281,90.18,1529355600,75.12,1529402400.0,90.18,1529355600,68.88,1529312400,1529294400,10,1529337600,9.97,217,10.66,1529359200,5.7
86.66,1529438400,66.92,1529485200.0,86.66,1529438400,73.27,1529463600,0.38,2018-06-19,62.84,0.61,partly-cloudy-day,0.22,,0.0011,0.0117,1529388000.0,0.67,rain,1008.46,Humid throughout the day and mostly cloudy until afternoon.,1529400339,1529454697,86.66,1529438400,66.92,1529485200.0,86.66,1529438400,73.27,1529463600,1529380800,9,1529431200,9.94,318,9.55,1529416800,4.15
81.16,1529524800,66.68,1529575200.0,81.16,1529524800,66.92,1529485200,0.48,2018-06-20,57.22,0.57,rain,0.26,,0.0,0.0,,0.0,,1010.7,Rain overnight.,1529486748,1529541112,81.11,1529521200,65.94,1529575200.0,81.11,1529521200,66.92,1529485200,1529467200,8,1529514000,10.0,115,5.8,1529528400,1.79
83.12,1529614800,66.83,1529665200.0,83.12,1529614800,66.68,1529575200,0.64,2018-06-21,61.81,0.7,rain,0.29,,0.0099,0.0721,1529560800.0,1.0,rain,1008.15,Light rain in the morning.,1529573160,1529627524,83.12,1529614800,66.42,1529658000.0,83.12,1529614800,65.94,1529575200,1529553600,8,1529600400,8.9,51,6.05,1529604000,1.77
72.15,1529694000,63.04,1529744400.0,72.4,1529640000,65.71,1529722800,0.57,2018-06-22,60.19,0.74,partly-cloudy-day,0.33,,0.0,0.0,,0.0,,1014.92,Mostly cloudy throughout the day.,1529659574,1529713935,72.08,1529694000,63.04,1529744400.0,72.19,1529640000,65.68,1529722800,1529640000,6,1529679600,10.0,103,8.99,1529686800,5.27
66.72,1529787600,65.82,1529830800.0,66.72,1529787600,63.04,1529744400,1.0,2018-06-23,58.79,0.82,cloudy,0.36,,0.0009,0.0133,1529730000.0,0.63,rain,1011.74,Overcast throughout the day.,1529745989,1529800344,66.49,1529787600,65.26,1529830800.0,66.49,1529787600,63.04,1529744400,1529726400,4,1529762400,9.89,66,8.42,1529762400,4.69
85.07,1529877600,66.77,1529920800.0,85.07,1529877600,65.82,1529830800,0.86,2018-06-24,65.24,0.79,partly-cloudy-day,0.39,,0.0019,0.0205,1529888400.0,0.5,rain,1009.51,Mostly cloudy throughout the day.,1529832406,1529886751,82.99,1529881200,66.48,1529920800.0,82.99,1529881200,65.26,1529830800,1529812800,6,1529856000,8.37,209,8.08,1529877600,2.8
80.1,1529960400,61.03,1530007200.0,80.1,1529960400,66.77,1529920800,0.31,2018-06-25,55.03,0.57,partly-cloudy-day,0.42,,0.0,0.0,,0.0,,1014.92,Partly cloudy until evening.,1529918825,1529973156,80.1,1529960400,61.03,1530007200.0,80.1,1529960400,66.48,1529920800,1529899200,7,1529942400,10.0,333,12.43,1529946000,6.01
75.32,1530039600,63.22,1530090000.0,75.32,1530039600,61.03,1530007200,0.15,2018-06-26,53.95,0.59,partly-cloudy-day,0.45,,0.0,0.0,,0.0,,1023.26,"Partly cloudy starting in the afternoon, continuing until evening.",1530005246,1530059559,75.32,1530039600,63.22,1530090000.0,75.32,1530039600,61.03,1530007200,1529985600,9,1530028800,10.0,132,9.02,1530046800,3.2
72.37,1530118800,69.9,1530147600.0,72.37,1530118800,63.22,1530090000,0.75,2018-06-27,60.03,0.75,partly-cloudy-day,0.48,,0.0004,0.0038,1530144000.0,0.23,rain,1018.01,Mostly cloudy throughout the day.,1530091668,1530145960,72.21,1530126000,69.38,1530147600.0,72.21,1530126000,63.22,1530090000,1530072000,5,1530118800,9.96,175,12.45,1530133200,5.51
86.61,1530208800,69.93,1530266400.0,86.61,1530208800,70.49,1530158400,0.79,2018-06-28,69.88,0.85,rain,0.52,,0.0183,0.1071,1530183600.0,1.0,rain,1009.27,Rain in the morning.,1530178092,1530232359,82.3,1530208800,69.29,1530266400.0,82.3,1530208800,69.66,1530158400,1530158400,6,1530205200,9.15,192,8.47,1530183600,4.12
89.04,1530306000,69.2,1530349200.0,89.04,1530306000,69.93,1530266400,0.1,2018-06-29,63.21,0.6,partly-cloudy-day,0.55,,0.0,0.0,,0.0,,1013.65,Partly cloudy in the afternoon.,1530264518,1530318756,89.04,1530306000,69.18,1530349200.0,89.04,1530306000,69.29,1530266400,1530244800,9,1530291600,10.0,303,8.33,1530298800,3.88
93.58,1530396000,75.36,1530439200.0,93.58,1530396000,69.2,1530349200,0.03,2018-06-30,61.64,0.52,clear-day,0.58,,0.0,0.0,,0.0,,1016.7,Clear throughout the day.,1530350945,1530405151,92.01,1530388800,74.48,1530439200.0,92.01,1530388800,69.18,1530349200,1530331200,10,1530374400,10.0,235,6.97,1530385200,1.44
100.59,1530468000,75.0,1530525600.0,100.59,1530468000,75.36,1530439200,0.12,2018-07-01,69.56,0.62,partly-cloudy-day,0.61,,0.0,0.0,,0.0,,1016.16,Partly cloudy in the morning.,1530437374,1530491544,94.04,1530468000,73.94,1530525600.0,94.04,1530468000,74.48,1530439200,1530417600,9,1530460800,10.0,217,6.6,1530486000,1.94
99.02,1530554400,77.36,1530608400.0,99.02,1530554400,75.0,1530525600,0.01,2018-07-02,70.33,0.67,clear-day,0.64,,0.0,0.0,,0.0,,1017.5,Humid throughout the day.,1530523804,1530577935,93.01,1530554400,75.81,1530608400.0,93.01,1530554400,73.94,1530525600,1530504000,10,1530547200,9.68,165,7.98,1530561600,2.32
101.7,1530637200,75.85,1530694800.0,101.7,1530637200,77.36,1530608400,0.28,2018-07-03,73.82,0.81,rain,0.67,,0.0097,0.1343,1530651600.0,0.66,rain,1021.12,"Rain starting in the afternoon, continuing until evening.",1530610236,1530664324,90.72,1530637200,74.32,1530694800.0,90.72,1530637200,75.81,1530608400,1530590400,9,1530633600,8.55,159,8.89,1530640800,1.79
93.75,1530723600,75.64,1530774000.0,93.75,1530723600,75.85,1530694800,0.47,2018-07-04,72.8,0.82,partly-cloudy-day,0.7,,0.0001,0.0014,1530730800.0,0.08,rain,1025.16,Humid and partly cloudy throughout the day.,1530696669,1530750712,86.34,1530723600,74.1,1530774000.0,86.34,1530723600,74.32,1530694800,1530676800,7,1530720000,8.82,169,6.85,1530738000,1.96
95.72,1530820800,76.29,1530878400.0,95.72,1530820800,75.64,1530774000,0.45,2018-07-05,72.66,0.78,partly-cloudy-day,0.73,,0.0,0.0,,0.0,,1024.29,Humid throughout the day and mostly cloudy until afternoon.,1530783104,1530837097,88.33,1530820800,74.73,1530878400.0,88.33,1530820800,74.1,1530774000,1530763200,8,1530810000,9.47,191,10.02,1530835200,4.55
82.87,1530900000,61.77,1530957600.0,83.52,1530849600,71.77,1530932400,0.59,2018-07-06,68.53,0.75,partly-cloudy-day,0.77,,0.0064,0.0927,1530871200.0,0.7,rain,1017.8,Humid throughout the day and mostly cloudy until evening.,1530869540,1530923480,80.99,1530914400,61.77,1530957600.0,80.99,1530914400,71.77,1530932400,1530849600,6,1530900000,9.75,269,11.22,1530921600,4.69
75.26,1530990000,59.14,1531044000.0,75.26,1530990000,61.77,1530957600,0.01,2018-07-07,48.25,0.49,clear-day,0.8,,0.0,0.0,,0.0,,1026.09,Clear throughout the day.,1530955977,1531009861,75.26,1530990000,59.14,1531044000.0,75.26,1530990000,61.77,1530957600,1530936000,10,1530979200,10.0,57,10.18,1530939600,3.5
81.4,1531076400,62.18,1531130400.0,81.4,1531076400,59.14,1531044000,0.02,2018-07-08,53.33,0.56,clear-day,0.83,,0.0,0.0,,0.0,,1026.93,Clear throughout the day.,1531042416,1531096240,81.4,1531076400,62.18,1531130400.0,81.4,1531076400,59.14,1531044000,1531022400,10,1531069200,10.0,163,7.17,1531083600,1.95
86.37,1531162800,67.1,1531216800.0,86.37,1531162800,62.18,1531130400,0.01,2018-07-09,57.35,0.56,clear-day,0.87,,0.0,0.0,,0.0,,1021.74,Clear throughout the day.,1531128856,1531182617,86.37,1531162800,67.1,1531216800.0,86.37,1531162800,62.18,1531130400,1531108800,10,1531152000,10.0,208,8.64,1531166400,3.16
91.87,1531252800,74.14,1531303200.0,91.87,1531252800,67.1,1531216800,0.08,2018-07-10,60.32,0.54,partly-cloudy-night,0.91,,0.0,0.0,,0.0,,1013.36,Partly cloudy starting in the evening.,1531215297,1531268992,91.87,1531252800,73.93,1531303200.0,91.87,1531252800,67.1,1531216800,1531195200,10,1531238400,10.0,247,8.92,1531249200,3.15
86.05,1531339200,68.97,1531389600.0,86.05,1531339200,73.54,1531364400,0.53,2018-07-11,63.67,0.61,partly-cloudy-day,0.94,,0.0,0.0,,0.0,,1013.35,Mostly cloudy starting in the afternoon.,1531301740,1531355366,85.82,1531339200,68.95,1531389600.0,85.82,1531339200,72.97,1531364400,1531281600,8,1531321200,10.0,23,8.84,1531310400,3.24
82.28,1531422000,65.27,1531476000.0,82.28,1531422000,68.97,1531389600,0.54,2018-07-12,57.84,0.57,partly-cloudy-day,0.98,,0.0,0.0,,0.0,,1021.22,Mostly cloudy until evening.,1531388184,1531441737,82.28,1531422000,65.19,1531476000.0,82.28,1531422000,68.95,1531389600,1531368000,7,1531414800,9.99,108,7.48,1531436400,1.37
82.86,1531512000,67.79,1531562400.0,82.86,1531512000,65.27,1531476000,0.13,2018-07-13,59.25,0.6,partly-cloudy-day,0.02,,0.0,0.0,,0.0,,1023.03,Partly cloudy in the afternoon.,1531474628,1531528106,82.86,1531512000,67.79,1531562400.0,82.86,1531512000,65.19,1531476000,1531454400,8,1531501200,10.0,185,8.81,1531515600,3.18
88.82,1531602000,71.36,1531645200.0,88.82,1531602000,67.79,1531562400,0.24,2018-07-14,61.09,0.56,rain,0.06,,0.0,0.0,,0.0,,1019.07,Rain overnight.,1531561074,1531614474,88.31,1531602000,70.14,1531645200.0,88.31,1531602000,67.79,1531562400,1531540800,9,1531587600,10.0,230,9.83,1531591200,4.97
87.25,1531692000,73.35,1531735200.0,87.25,1531692000,71.36,1531645200,0.59,2018-07-15,68.87,0.81,rain,0.1,,0.021,0.1521,1531630800.0,1.0,rain,1015.81,Rain in the morning.,1531647521,1531700839,83.69,1531692000,72.11,1531735200.0,83.69,1531692000,70.14,1531645200,1531627200,7,1531677600,9.67,236,6.75,1531670400,2.98
96.1,1531764000,76.73,1531821600.0,96.1,1531764000,73.35,1531735200,0.15,2018-07-16,71.13,0.73,partly-cloudy-day,0.13,,0.0,0.0,,0.0,,1014.17,Humid throughout the day and partly cloudy in the afternoon.,1531733969,1531787203,89.2,1531764000,75.21,1531821600.0,89.2,1531764000,72.11,1531735200,1531713600,8,1531753200,9.98,197,9.6,1531767600,3.32
94.59,1531846800,66.68,1531908000.0,94.59,1531846800,72.82,1531861200,0.6,2018-07-17,71.82,0.84,rain,0.17,,0.0165,0.1832,1531854000.0,1.0,rain,1010.6,Rain in the evening.,1531820417,1531873565,86.69,1531846800,66.59,1531908000.0,86.69,1531846800,71.5,1531861200,1531800000,6,1531843200,9.2,206,19.11,1531854000,4.52
83.2,1531947600,62.16,1531990800.0,83.2,1531947600,66.68,1531908000,0.26,2018-07-18,58.41,0.58,partly-cloudy-day,0.21,,0.0,0.0003,1531890000.0,0.0,,1011.66,"Partly cloudy starting in the afternoon, continuing until evening.",1531906867,1531959925,83.2,1531947600,62.16,1531990800.0,83.2,1531947600,66.59,1531908000,1531886400,9,1531933200,10.0,347,10.06,1531918800,5.92
80.9,1532034000,64.22,1532080800.0,80.9,1532034000,62.16,1531990800,0.01,2018-07-19,53.11,0.52,clear-day,0.24,,0.0,0.0,,0.0,,1018.12,Clear throughout the day.,1531993317,1532046283,80.9,1532034000,63.78,1532080800.0,80.9,1532034000,62.16,1531990800,1531972800,10,1532019600,10.0,83,7.76,1532037600,1.16
81.26,1532109600,65.79,1532163600.0,81.26,1532109600,64.22,1532080800,0.15,2018-07-20,59.57,0.66,partly-cloudy-day,0.28,,0.0,0.0,,0.0,,1020.52,Partly cloudy until afternoon.,1532079769,1532132639,80.66,1532109600,65.77,1532163600.0,80.66,1532109600,63.78,1532080800,1532059200,7,1532109600,10.0,159,9.45,1532124000,3.05
75.47,1532192400,66.09,1532224800.0,75.47,1532192400,65.79,1532163600,0.54,2018-07-21,59.19,0.69,rain,0.31,,0.0066,0.0771,1532228400.0,1.0,rain,1017.49,Rain overnight.,1532166221,1532218994,75.47,1532192400,65.48,1532224800.0,75.47,1532192400,65.48,1532224800,1532145600,8,1532188800,9.4,93,14.96,1532224800,6.91
83.53,1532289600,75.82,1532347200.0,83.53,1532289600,69.22,1532232000,0.96,2018-07-22,71.07,0.9,rain,0.34,,0.0361,0.1355,1532239200.0,1.0,rain,1012.69,Rain in the morning and evening.,1532252673,1532305346,79.62,1532289600,74.22,1532347200.0,79.62,1532289600,68.27,1532232000,1532232000,5,1532275200,7.56,136,22.56,1532242800,8.51
85.9,1532376000,76.93,1532422800.0,85.9,1532376000,75.59,1532350800,0.93,2018-07-23,73.22,0.89,rain,0.37,,0.0078,0.0351,1532336400.0,0.93,rain,1018.98,Light rain in the morning.,1532339127,1532391698,80.9,1532376000,75.41,1532422800.0,80.9,1532376000,74.07,1532350800,1532318400,5,1532358000,8.86,155,18.36,1532379600,8.58
88.3,1532455200,74.44,1532516400.0,88.3,1532455200,76.93,1532422800,0.85,2018-07-24,72.76,0.84,partly-cloudy-day,0.4,,0.0004,0.0021,1532419200.0,0.14,rain,1021.37,Humid and mostly cloudy throughout the day.,1532425581,1532478047,82.74,1532455200,73.0,1532516400.0,82.74,1532455200,75.41,1532422800,1532404800,6,1532451600,9.84,157,14.11,1532462400,9.11
79.93,1532541600,73.67,1532599200.0,79.93,1532541600,74.44,1532516400,0.98,2018-07-25,72.88,0.91,rain,0.43,,0.0217,0.1798,1532516400.0,1.0,rain,1015.31,Rain in the morning and evening.,1532512036,1532564394,78.4,1532541600,72.27,1532599200.0,78.4,1532541600,73.0,1532516400,1532491200,5,1532538000,9.05,167,13.54,1532512800,7.91
90.04,1532638800,72.46,1532685600.0,90.04,1532638800,73.67,1532599200,0.66,2018-07-26,70.38,0.79,partly-cloudy-day,0.46,,0.0011,0.0083,1532581200.0,0.4,rain,1011.16,Mostly cloudy until evening.,1532598491,1532650740,85.71,1532638800,71.28,1532685600.0,85.71,1532638800,72.27,1532599200,1532577600,6,1532620800,9.94,232,7.71,1532635200,3.38
91.38,1532710800,69.86,1532772000.0,91.38,1532710800,72.25,1532746800,0.4,2018-07-27,69.85,0.8,rain,0.49,,0.0078,0.0567,1532743200.0,0.99,rain,1014.91,Rain starting in the evening.,1532684947,1532737085,85.99,1532710800,68.79,1532772000.0,85.99,1532710800,71.19,1532746800,1532664000,7,1532703600,9.26,190,9.06,1532710800,3.03
87.72,1532808000,68.83,1532858400.0,87.72,1532808000,69.86,1532772000,0.52,2018-07-28,68.54,0.79,partly-cloudy-day,0.52,,0.0001,0.0034,1532750400.0,0.26,rain,1015.07,Partly cloudy until evening.,1532771403,1532823427,84.35,1532808000,68.47,1532858400.0,84.35,1532808000,68.79,1532772000,1532750400,6,1532790000,8.45,205,8.14,1532818800,1.99
81.82,1532898000,65.68,1532944800.0,81.82,1532898000,68.83,1532858400,0.29,2018-07-29,61.4,0.63,partly-cloudy-day,0.56,,0.0,0.0,,0.0,,1017.89,"Partly cloudy starting in the afternoon, continuing until evening.",1532857860,1532909768,81.24,1532894400,65.49,1532944800.0,81.24,1532894400,68.47,1532858400,1532836800,8,1532880000,10.0,307,6.59,1532869200,2.47
78.15,1532970000,66.21,1533031200.0,78.15,1532970000,65.68,1532944800,0.26,2018-07-30,63.18,0.73,partly-cloudy-day,0.59,,0.0,0.0,,0.0,,1020.25,Partly cloudy until evening.,1532944317,1532996108,77.84,1532970000,65.53,1533031200.0,77.84,1532970000,65.49,1532944800,1532923200,8,1532966400,10.0,153,6.86,1532988000,1.48
81.72,1533063600,73.07,1533092400.0,81.72,1533063600,66.21,1533031200,0.35,2018-07-31,64.29,0.74,partly-cloudy-day,0.62,,0.0,0.0,,0.0,,1019.86,Partly cloudy throughout the day.,1533030774,1533082446,79.95,1533056400,72.41,1533092400.0,79.95,1533056400,65.53,1533031200,1533009600,6,1533049200,9.97,144,7.97,1533067200,2.86
93.49,1533153600,75.4,1533204000.0,93.49,1533153600,73.49,1533096000,0.81,2018-08-01,72.32,0.81,partly-cloudy-day,0.65,,0.0065,0.0805,1533146400.0,0.68,rain,1017.12,Humid and mostly cloudy throughout the day.,1533117232,1533168782,86.35,1533153600,74.26,1533204000.0,86.35,1533153600,72.72,1533096000,1533096000,6,1533142800,9.59,185,10.53,1533146400,5.27
92.12,1533232800,76.36,1533276000.0,92.12,1533232800,75.4,1533204000,0.58,2018-08-02,71.79,0.77,rain,0.68,,0.0068,0.0675,1533243600.0,0.79,rain,1018.47,Rain overnight.,1533203690,1533255117,85.22,1533229200,74.77,1533276000.0,85.22,1533229200,74.26,1533204000,1533182400,6,1533222000,9.91,228,8.96,1533186000,4.57
89.88,1533315600,76.0,1533362400.0,89.88,1533315600,76.03,1533326400,0.68,2018-08-03,72.91,0.87,rain,0.72,,0.0124,0.1374,1533326400.0,1.0,rain,1020.42,Rain in the afternoon.,1533290149,1533341451,83.7,1533315600,74.46,1533362400.0,83.7,1533315600,74.62,1533326400,1533268800,6,1533315600,9.61,198,16.51,1533322800,3.75
90.22,1533416400,72.18,1533463200.0,90.22,1533416400,74.3,1533391200,0.66,2018-08-04,71.37,0.81,rain,0.75,,0.0267,0.1744,1533391200.0,1.0,rain,1018.49,Rain in the morning.,1533376608,1533427783,86.09,1533416400,71.14,1533463200.0,86.09,1533416400,72.87,1533391200,1533355200,5,1533398400,9.22,240,6.57,1533376800,1.81
93.89,1533492000,75.42,1533549600.0,93.89,1533492000,72.18,1533463200,0.06,2018-08-05,69.06,0.69,clear-day,0.79,,0.0,0.0,,0.0,,1020.02,Clear throughout the day.,1533463067,1533514113,89.7,1533492000,74.14,1533549600.0,89.7,1533492000,71.14,1533463200,1533441600,9,1533484800,10.0,257,6.66,1533495600,1.31
96.55,1533589200,76.7,1533636000.0,96.55,1533589200,75.42,1533549600,0.12,2018-08-06,71.01,0.69,partly-cloudy-day,0.82,,0.0,0.0,,0.0,,1017.92,Partly cloudy in the afternoon and humid throughout the day.,1533549526,1533600442,91.36,1533585600,75.2,1533636000.0,91.36,1533585600,74.14,1533549600,1533528000,8,1533571200,9.77,230,5.94,1533592800,2.03
96.79,1533668400,74.93,1533722400.0,96.79,1533668400,76.48,1533693600,0.36,2018-08-07,73.14,0.79,rain,0.86,,0.0042,0.056,1533686400.0,0.78,rain,1014.62,Rain in the evening.,1533635985,1533686770,88.56,1533668400,73.57,1533722400.0,88.56,1533668400,75.04,1533693600,1533614400,8,1533657600,9.25,206,9.19,1533668400,4.35
96.55,1533754800,76.2,1533801600.0,96.55,1533754800,74.93,1533722400,0.31,2018-08-08,71.77,0.76,rain,0.9,,0.0,0.0,,0.0,,1011.5,Rain overnight.,1533722445,1533773097,89.28,1533751200,74.71,1533801600.0,89.28,1533751200,73.57,1533722400,1533700800,8,1533744000,9.79,203,7.65,1533765600,2.65
90.46,1533844800,70.13,1533895200.0,90.46,1533844800,76.2,1533801600,0.39,2018-08-09,68.36,0.68,partly-cloudy-day,0.94,,0.0044,0.0599,1533798000.0,0.88,rain,1008.85,Humid throughout the day and partly cloudy until evening.,1533808904,1533859422,87.86,1533844800,69.86,1533895200.0,87.86,1533844800,74.71,1533801600,1533787200,7,1533830400,9.67,302,9.74,1533852000,4.54
88.41,1533931200,73.31,1533988800.0,88.41,1533931200,70.13,1533895200,0.33,2018-08-10,64.83,0.64,partly-cloudy-night,0.97,,0.0,0.0,,0.0,,1011.63,Mostly cloudy starting in the afternoon.,1533895364,1533945746,86.35,1533927600,71.96,1533988800.0,86.35,1533927600,69.86,1533895200,1533873600,8,1533916800,9.99,262,7.07,1533924000,1.54
76.47,1534006800,73.02,1534064400.0,78.05,1533960000,72.08,1533992400,0.89,2018-08-11,70.5,0.9,rain,0.01,,0.0458,0.2386,1534024800.0,1.0,rain,1013.62,Heavy rain in the morning and afternoon.,1533981824,1534032069,75.25,1534006800,71.63,1534064400.0,77.1,1533960000,70.84,1533992400,1533960000,5,1534003200,8.73,83,6.44,1534006800,1.2
85.59,1534100400,73.81,1534161600.0,85.59,1534100400,73.02,1534064400,0.78,2018-08-12,71.13,0.85,partly-cloudy-day,0.05,,0.0001,0.0024,1534118400.0,0.07,rain,1016.16,Mostly cloudy throughout the day.,1534068283,1534118390,81.49,1534107600,72.58,1534161600.0,81.49,1534107600,71.63,1534064400,1534046400,5,1534086000,9.0,51,8.53,1534096800,2.91
75.83,1534197600,71.87,1534240800.0,75.99,1534132800,73.34,1534168800,0.94,2018-08-13,70.88,0.92,rain,0.09,,0.0091,0.0445,1534172400.0,0.98,rain,1014.81,Light rain until afternoon.,1534154743,1534204710,74.4,1534197600,70.52,1534240800.0,74.58,1534136400,72.05,1534168800,1534132800,4,1534172400,8.76,51,8.21,1534161600,4.41
83.1,1534269600,70.73,1534327200.0,83.1,1534269600,71.87,1534240800,0.66,2018-08-14,69.26,0.86,partly-cloudy-day,0.12,,0.0011,0.0109,1534276800.0,0.35,rain,1011.14,Mostly cloudy throughout the day.,1534241203,1534291029,80.28,1534269600,69.87,1534323600.0,80.28,1534269600,70.52,1534240800,1534219200,7,1534266000,8.45,226,7.52,1534287600,2.9
89.5,1534359600,74.44,1534413600.0,89.5,1534359600,70.73,1534327200,0.28,2018-08-15,67.16,0.71,partly-cloudy-day,0.16,,0.0,0.0,,0.0,,1012.32,"Partly cloudy starting in the afternoon, continuing until evening.",1534327663,1534377347,87.49,1534363200,73.28,1534413600.0,87.49,1534363200,69.87,1534323600,1534305600,9,1534352400,10.0,280,8.81,1534352400,5.09
92.32,1534456800,75.27,1534500000.0,92.32,1534456800,74.44,1534413600,0.09,2018-08-16,69.0,0.68,clear-day,0.19,,0.0,0.0,,0.0,,1016.98,Clear throughout the day.,1534414123,1534463664,88.46,1534446000,74.04,1534500000.0,88.46,1534446000,73.28,1534413600,1534392000,9,1534438800,9.73,273,6.55,1534446000,3.03
94.94,1534532400,74.54,1534568400.0,94.94,1534532400,75.27,1534500000,0.34,2018-08-17,72.3,0.77,rain,0.23,,0.0102,0.1035,1534561200.0,1.0,rain,1016.62,Heavy rain overnight.,1534500583,1534549980,87.0,1534532400,73.06,1534568400.0,87.0,1534532400,74.04,1534500000,1534478400,7,1534525200,9.14,196,9.44,1534539600,3.6
