apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,date,dewPoint,humidity,icon,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
91.92,1534618800,69.22,1534680000.0,91.92,1534618800,72.26,1534647600,0.78,2018-08-18,71.61,0.85,rain,0.26,,0.0248,0.2387,1534568400.0,1.0,rain,1010.56,Light rain in the evening.,1534587043,1534636295,85.19,1534622400,68.48,1534680000.0,85.19,1534622400,71.56,1534647600,1534564800,6,1534608000,9.61,280,8.27,1534626000,2.24
73.02,1534712400,67.65,1534759200.0,73.02,1534712400,69.22,1534680000,0.99,2018-08-19,64.7,0.82,cloudy,0.29,,0.0004,0.0025,1534680000.0,0.25,rain,1014.62,Overcast throughout the day.,1534673502,1534722608,72.42,1534716000,67.36,1534762800.0,72.42,1534716000,68.48,1534680000,1534651200,4,1534690800,9.83,52,8.54,1534694400,5.3
74.54,1534798800,66.57,1534845600.0,74.54,1534798800,67.65,1534759200,0.95,2018-08-20,63.24,0.78,partly-cloudy-day,0.32,,0.0,0.0,,0.0,,1019.98,Mostly cloudy throughout the day.,1534759962,1534808921,74.01,1534798800,66.12,1534845600.0,74.01,1534798800,67.36,1534762800,1534737600,4,1534777200,10.0,69,6.97,1534770000,3.15
76.43,1534874400,73.22,1534910400.0,76.43,1534874400,66.57,1534845600,0.73,2018-08-21,64.48,0.79,rain,0.35,,0.0,0.0,,0.0,,1017.56,Heavy rain overnight.,1534846422,1534895233,76.07,1534874400,71.97,1534914000.0,76.07,1534874400,66.12,1534845600,1534824000,5,1534867200,10.0,127,8.68,1534885200,4.66
84.75,1534964400,65.69,1535025600.0,84.75,1534964400,71.95,1534993200,0.74,2018-08-22,67.47,0.76,partly-cloudy-day,0.38,,0.0169,0.2431,1534917600.0,1.0,rain,1006.95,Mostly cloudy throughout the day.,1534932881,1534981544,82.95,1534968000,65.69,1535025600.0,82.95,1534968000,71.82,1534993200,1534910400,5,1534953600,9.55,265,10.47,1534968000,3.97
78.02,1535058000,61.74,1535104800.0,78.02,1535058000,65.69,1535025600,0.39,2018-08-23,55.68,0.6,partly-cloudy-day,0.41,,0.0002,0.0023,1535022000.0,0.3,rain,1014.08,Mostly cloudy in the morning.,1535019341,1535067854,78.02,1535058000,61.74,1535104800.0,78.02,1535058000,65.69,1535025600,1534996800,8,1535040000,10.0,325,9.29,1535032800,5.86
81.66,1535140800,63.57,1535194800.0,81.66,1535140800,61.74,1535104800,0.06,2018-08-24,57.37,0.62,partly-cloudy-day,0.44,,0.0,0.0,,0.0,,1022.28,"Partly cloudy starting in the afternoon, continuing until evening.",1535105800,1535154163,81.66,1535140800,63.57,1535194800.0,81.66,1535140800,61.74,1535104800,1535083200,8,1535126400,10.0,204,6.55,1535151600,2.1
78.46,1535223600,64.92,1535277600.0,78.46,1535223600,63.57,1535194800,0.15,2018-08-25,59.2,0.66,partly-cloudy-day,0.47,,0.0,0.0,,0.0,,1024.62,Partly cloudy until afternoon.,1535192259,1535240471,78.46,1535223600,64.73,1535277600.0,78.46,1535223600,63.57,1535194800,1535169600,7,1535216400,10.0,164,6.72,1535227200,2.56
84.98,1535310000,71.93,1535364000.0,84.98,1535310000,64.92,1535277600,0.4,2018-08-26,64.16,0.72,partly-cloudy-day,0.51,,0.0,0.0,,0.0,,1020.26,Mostly cloudy until evening.,1535278718,1535326779,82.57,1535310000,70.9,1535364000.0,82.57,1535310000,64.73,1535277600,1535256000,7,1535302800,10.0,226,9.08,1535313600,3.62
93.15,1535403600,76.82,1535454000.0,93.15,1535403600,71.93,1535364000,0.17,2018-08-27,70.13,0.75,partly-cloudy-day,0.54,,0.0,0.0,,0.0,,1017.97,"Partly cloudy starting in the afternoon, continuing until evening, and humid throughout the day.",1535365178,1535413085,87.28,1535396400,75.3,1535454000.0,87.28,1535396400,70.9,1535364000,1535342400,7,1535385600,9.85,246,5.87,1535403600,1.82
101.16,1535486400,78.94,1535536800.0,101.16,1535486400,76.82,1535454000,0.06,2018-08-28,72.62,0.7,clear-day,0.57,,0.0,0.0,,0.0,,1016.73,Humid throughout the day.,1535451637,1535499391,93.37,1535486400,77.46,1535536800.0,93.37,1535486400,75.3,1535454000,1535428800,8,1535472000,8.61,248,8.93,1535490000,3.7
100.03,1535565600,79.32,1535623200.0,100.03,1535565600,78.94,1535536800,0.03,2018-08-29,72.32,0.67,clear-day,0.6,,0.0,0.0,,0.0,,1015.17,Humid throughout the day.,1535538095,1535585696,93.07,1535572800,77.81,1535623200.0,93.07,1535572800,77.46,1535536800,1535515200,7,1535558400,9.72,244,7.9,1535576400,3.86
91.92,1535655600,72.87,1535716800.0,91.92,1535655600,78.91,1535684400,0.18,2018-08-30,69.16,0.65,partly-cloudy-day,0.63,,0.0,0.0,,0.0,,1016.14,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.",1535624554,1535672001,88.41,1535655600,72.24,1535716800.0,88.41,1535655600,77.81,1535623200,1535601600,6,1535644800,9.93,327,8.92,1535644800,3.61
74.19,1535731200,69.07,1535799600.0,77.93,1535688000,70.7,1535763600,0.91,2018-08-31,64.65,0.76,rain,0.67,,0.0059,0.051,1535742000.0,0.69,rain,1023.84,Light rain in the afternoon.,1535711013,1535758305,73.69,1535731200,68.7,1535799600.0,77.39,1535688000,70.21,1535760000,1535688000,4,1535727600,9.91,87,8.9,1535731200,5.28
76.86,1535832000,66.71,1535882400.0,76.86,1535832000,69.07,1535799600,0.83,2018-09-01,62.54,0.74,partly-cloudy-day,0.7,,0.0,0.0,,0.0,,1025.94,Mostly cloudy throughout the day.,1535797471,1535844608,76.56,1535832000,66.19,1535882400.0,76.56,1535832000,68.7,1535799600,1535774400,5,1535824800,10.0,111,7.0,1535817600,3.66
82.98,1535914800,75.65,1535947200.0,82.98,1535914800,66.71,1535882400,0.62,2018-09-02,66.78,0.8,partly-cloudy-day,0.74,,0.0,0.0003,1535918400.0,0.0,,1024.27,Humid and mostly cloudy throughout the day.,1535883930,1535930910,80.08,1535914800,74.34,1535947200.0,80.08,1535914800,66.19,1535882400,1535860800,5,1535904000,9.99,170,6.67,1535925600,1.89
98.16,1536004800,76.21,1536058800.0,98.16,1536004800,75.65,1535947200,0.43,2018-09-03,73.1,0.78,partly-cloudy-day,0.77,,0.0,0.0,,0.0,,1023.5,Humid throughout the day and mostly cloudy in the morning.,1535970388,1536017212,89.53,1536004800,75.18,1536058800.0,89.53,1536004800,74.34,1535947200,1535947200,7,1535990400,9.96,222,6.17,1535997600,2.61
96.42,1536091200,75.57,1536141600.0,96.42,1536091200,76.21,1536058800,0.18,2018-09-04,70.5,0.69,partly-cloudy-day,0.81,,0.0,0.0,,0.0,,1022.71,"Partly cloudy starting in the afternoon, continuing until evening.",1536056847,1536103514,90.52,1536091200,74.11,1536141600.0,90.52,1536091200,75.18,1536058800,1536033600,7,1536076800,10.0,333,5.59,1536094800,1.39
96.51,1536174000,78.19,1536210000.0,96.51,1536174000,75.57,1536141600,0.16,2018-09-05,72.33,0.77,partly-cloudy-day,0.85,,0.0,0.0,,0.0,,1022.81,Humid throughout the day and partly cloudy until afternoon.,1536143305,1536189815,88.72,1536174000,76.69,1536217200.0,88.72,1536174000,74.11,1536141600,1536120000,6,1536163200,9.96,163,7.57,1536184800,2.59
101.6,1536256800,75.14,1536314400.0,101.6,1536256800,76.05,1536289200,0.48,2018-09-06,73.4,0.78,partly-cloudy-day,0.89,,0.0039,0.0681,1536274800.0,0.8,rain,1020.05,Humid and mostly cloudy throughout the day.,1536229763,1536276116,91.6,1536256800,73.77,1536307200.0,91.6,1536256800,74.62,1536289200,1536206400,7,1536249600,9.11,222,9.96,1536264000,2.74
75.75,1536325200,66.52,1536408000.0,76.05,1536292800,70.66,1536375600,0.87,2018-09-07,68.25,0.85,cloudy,0.92,,0.0,0.0,,0.0,,1020.28,Overcast throughout the day.,1536316221,1536362416,74.65,1536332400,66.52,1536408000.0,74.72,1536292800,70.03,1536375600,1536292800,4,1536336000,10.0,49,8.21,1536328800,4.84
69.19,1536422400,56.43,1536487200.0,70.65,1536379200,60.39,1536462000,0.84,2018-09-08,58.26,0.75,partly-cloudy-day,0.96,,0.0005,0.0048,1536451200.0,0.41,rain,1019.79,Mostly cloudy throughout the day.,1536402679,1536448715,69.19,1536422400,56.43,1536487200.0,69.99,1536379200,60.39,1536462000,1536379200,6,1536422400,10.0,28,9.33,1536429600,6.23
60.64,1536523200,54.62,1536562800.0,61.0,1536472800,56.43,1536487200,0.98,2018-09-09,53.64,0.83,rain,0.01,,0.0122,0.0355,1536534000.0,1.0,rain,1022.77,Light rain in the afternoon and evening.,1536489137,1536535015,60.64,1536523200,54.62,1536562800.0,61.0,1536472800,56.43,1536487200,1536465600,4,1536508800,9.66,46,11.08,1536548400,6.6
62.83,1536598800,62.23,1536624000.0,63.3,1536631200,54.62,1536562800,1.0,2018-09-10,57.63,0.94,rain,0.04,,0.03,0.0861,1536591600.0,1.0,rain,1022.04,"Rain until afternoon, starting again in the evening.",1536575595,1536621314,62.49,1536598800,61.82,1536624000.0,62.8,1536631200,54.62,1536562800,1536552000,4,1536595200,6.29,63,11.71,1536591600,8.19
75.11,1536703200,72.91,1536742800.0,75.11,1536703200,62.79,1536656400,0.98,2018-09-11,65.65,0.93,fog,0.07,,0.0004,0.0041,1536638400.0,0.5,rain,1019.98,Foggy in the morning.,1536662053,1536707612,73.96,1536703200,71.45,1536746400.0,73.96,1536703200,62.28,1536656400,1536638400,4,1536681600,5.71,26,6.96,1536638400,1.64
78.33,1536778800,70.7,1536836400.0,78.33,1536778800,72.91,1536742800,0.99,2018-09-12,71.45,0.94,fog,0.11,,0.0014,0.0102,1536796800.0,0.6,rain,1022.83,Foggy in the morning and humid throughout the day.,1536748511,1536793911,76.88,1536778800,69.54,1536836400.0,76.88,1536778800,71.45,1536746400,1536724800,4,1536768000,6.06,58,4.63,1536807600,1.77
77.07,1536865200,69.67,1536919200.0,77.07,1536865200,70.7,1536836400,0.99,2018-09-13,69.05,0.9,cloudy,0.14,,0.0018,0.0137,1536825600.0,0.46,rain,1024.23,Overcast throughout the day.,1536834969,1536880209,76.0,1536865200,68.76,1536919200.0,76.0,1536865200,69.54,1536836400,1536811200,4,1536854400,8.91,71,7.11,1536847200,5.01
74.86,1536955200,66.26,1537009200.0,74.86,1536955200,69.67,1536919200,1.0,2018-09-14,66.23,0.85,cloudy,0.18,,0.0,0.0,,0.0,,1023.58,Overcast throughout the day.,1536921427,1536966507,74.21,1536955200,65.55,1537009200.0,74.21,1536955200,68.76,1536919200,1536897600,4,1536940800,9.66,79,8.28,1536944400,5.18
79.51,1537038000,64.92,1537092000.0,79.51,1537038000,66.26,1537009200,0.41,2018-09-15,65.26,0.81,partly-cloudy-day,0.21,,0.0,0.0,,0.0,,1022.53,Mostly cloudy until evening.,1537007885,1537052805,78.89,1537038000,64.36,1537092000.0,78.89,1537038000,65.55,1537009200,1536984000,5,1537030800,9.95,127,5.4,1537048800,1.36
85.31,1537124400,66.66,1537174800.0,85.31,1537124400,64.92,1537092000,0.09,2018-09-16,64.95,0.77,clear-day,0.24,,0.0,0.0,,0.0,,1022.51,Clear throughout the day.,1537094343,1537139102,83.15,1537124400,66.06,1537174800.0,83.15,1537124400,64.36,1537092000,1537070400,6,1537113600,9.96,171,6.34,1537124400,1.67
79.01,1537203600,75.4,1537236000.0,79.01,1537203600,66.66,1537174800,0.66,2018-09-17,68.09,0.87,partly-cloudy-day,0.27,,0.0006,0.009,1537221600.0,0.33,rain,1019.12,Mostly cloudy throughout the day.,1537180801,1537225400,77.83,1537203600,74.14,1537236000.0,77.83,1537203600,66.06,1537174800,1537156800,4,1537200000,9.85,159,7.53,1537236000,3.05
81.49,1537286400,67.93,1537347600.0,81.49,1537286400,71.25,1537326000,0.81,2018-09-18,71.56,0.92,rain,0.3,,0.0157,0.1095,1537293600.0,1.0,rain,1008.64,"Rain starting in the afternoon, continuing until evening.",1537267259,1537311697,78.51,1537286400,67.13,1537347600.0,78.51,1537286400,70.08,1537326000,1537243200,4,1537286400,9.27,207,9.54,1537282800,2.9
81.97,1537383600,64.59,1537441200.0,81.97,1537383600,67.93,1537347600,0.37,2018-09-19,66.02,0.8,partly-cloudy-night,0.33,,0.0,0.0,,0.0,,1012.09,Mostly cloudy throughout the day.,1537353717,1537397994,80.33,1537383600,64.59,1537441200.0,80.33,1537383600,67.13,1537347600,1537329600,4,1537369200,9.99,41,8.55,1537365600,2.53
70.97,1537470000,66.99,1537520400.0,70.97,1537470000,64.59,1537441200,0.97,2018-09-20,59.39,0.75,cloudy,0.36,,0.0,0.0,,0.0,,1022.21,Overcast throughout the day.,1537440176,1537484292,70.97,1537470000,66.81,1537520400.0,70.97,1537470000,64.59,1537441200,1537416000,4,1537459200,10.0,108,7.13,1537419600,3.67
72.85,1537567200,70.51,1537617600.0,72.85,1537567200,66.99,1537520400,1.0,2018-09-21,62.39,0.78,cloudy,0.39,,0.0,0.0,,0.0,,1021.54,Overcast throughout the day.,1537526634,1537570589,72.28,1537567200,70.51,1537617600.0,72.28,1537567200,66.81,1537520400,1537502400,4,1537545600,10.0,183,10.91,1537549200,6.89
72.98,1537614000,59.48,1537700400.0,73.94,1537603200,62.46,1537671600,0.38,2018-09-22,57.26,0.66,partly-cloudy-night,0.42,,0.0,0.0,,0.0,,1018.63,Partly cloudy in the morning.,1537613092,1537656887,72.4,1537614000,59.48,1537700400.0,72.91,1537603200,62.46,1537671600,1537588800,5,1537632000,10.0,328,12.29,1537624800,4.13
64.73,1537725600,56.78,1537786800.0,64.73,1537725600,59.48,1537700400,0.72,2018-09-23,53.94,0.75,partly-cloudy-day,0.45,,0.0,0.0,,0.0,,1023.84,Mostly cloudy throughout the day.,1537699551,1537743184,64.73,1537725600,56.78,1537786800.0,64.73,1537725600,59.48,1537700400,1537675200,4,1537718400,10.0,37,6.8,1537686000,3.77
67.73,1537812000,57.48,1537866000.0,67.73,1537812000,56.78,1537786800,0.63,2018-09-24,53.87,0.75,partly-cloudy-day,0.48,,0.0,0.0,,0.0,,1030.14,Mostly cloudy throughout the day.,1537786010,1537829482,67.73,1537812000,57.48,1537866000.0,67.73,1537812000,56.78,1537786800,1537761600,4,1537801200,10.0,70,12.13,1537833600,7.24
72.48,1537909200,70.34,1537923600.0,72.48,1537909200,57.48,1537866000,0.97,2018-09-25,62.16,0.92,rain,0.52,,0.0676,0.2191,1537902000.0,1.0,rain,1025.71,Heavy rain in the morning and afternoon.,1537872469,1537915780,71.23,1537909200,69.27,1537927200.0,71.23,1537909200,57.48,1537866000,1537848000,4,1537894800,6.91,102,10.78,1537855200,3.68
86.43,1537992000,60.96,1538049600.0,86.43,1537992000,70.59,1537934400,0.86,2018-09-26,71.08,0.9,partly-cloudy-day,0.55,,0.0031,0.056,1538013600.0,1.0,rain,1015.08,Humid and mostly cloudy throughout the day.,1537958928,1538002077,81.8,1537992000,60.96,1538049600.0,81.8,1537992000,69.41,1537934400,1537934400,4,1537977600,8.64,199,8.36,1537984800,3.64
71.67,1538074800,59.3,1538136000.0,71.67,1538074800,60.96,1538049600,0.56,2018-09-27,54.91,0.67,partly-cloudy-night,0.58,,0.0015,0.0156,1538103600.0,0.55,rain,1018.47,Mostly cloudy starting in the afternoon.,1538045388,1538088376,71.67,1538074800,59.19,1538136000.0,71.67,1538074800,60.96,1538049600,1538020800,6,1538067600,9.99,27,9.28,1538028000,4.16
62.78,1538164800,54.41,1538218800.0,64.23,1538107200,55.58,1538143200,0.83,2018-09-28,56.32,0.88,rain,0.62,,0.0311,0.1912,1538125200.0,1.0,rain,1017.37,Rain in the morning.,1538131847,1538174674,62.78,1538164800,54.41,1538218800.0,64.23,1538107200,55.58,1538143200,1538107200,3,1538146800,8.2,39,15.89,1538139600,3.98
73.48,1538247600,51.53,1538305200.0,73.48,1538247600,54.41,1538218800,0.19,2018-09-29,54.2,0.75,partly-cloudy-day,0.65,,0.0,0.0,,0.0,,1021.95,"Partly cloudy starting in the afternoon, continuing until evening.",1538218307,1538260973,73.48,1538247600,51.53,1538305200.0,73.48,1538247600,54.41,1538218800,1538193600,5,1538236800,9.98,316,6.96,1538247600,2.71
69.47,1538330400,59.84,1538373600.0,69.47,1538330400,51.53,1538305200,0.1,2018-09-30,51.9,0.73,partly-cloudy-day,0.69,,0.0,0.0,,0.0,,1026.47,"Partly cloudy starting in the afternoon, continuing until evening.",1538304767,1538347272,69.47,1538330400,59.83,1538373600.0,69.47,1538330400,51.53,1538305200,1538280000,5,1538323200,10.0,138,6.59,1538316000,0.54
75.91,1538424000,65.63,1538478000.0,75.91,1538424000,59.84,1538373600,0.66,2018-10-01,62.05,0.84,partly-cloudy-day,0.72,,0.0,0.0,,0.0,,1025.07,Mostly cloudy throughout the day.,1538391228,1538433571,75.32,1538424000,64.95,1538478000.0,75.32,1538424000,59.83,1538373600,1538366400,4,1538409600,9.97,220,8.31,1538409600,2.81
77.67,1538506800,63.54,1538560800.0,77.67,1538506800,65.63,1538478000,0.79,2018-10-02,65.46,0.85,rain,0.76,,0.021,0.3233,1538535600.0,1.0,rain,1020.26,Heavy rain overnight.,1538477688,1538519871,76.8,1538506800,63.04,1538560800.0,76.8,1538506800,64.95,1538478000,1538452800,4,1538496000,9.32,196,9.22,1538503200,3.7
73.91,1538596800,58.11,1538643600.0,73.91,1538596800,62.37,1538622000,0.4,2018-10-03,60.63,0.8,partly-cloudy-day,0.8,,0.0069,0.117,1538539200.0,1.0,rain,1016.92,Partly cloudy until evening.,1538564149,1538606171,73.91,1538596800,58.11,1538643600.0,73.91,1538596800,62.37,1538622000,1538539200,4,1538578800,9.89,302,9.12,1538575200,3.56
75.41,1538679600,59.42,1538737200.0,75.41,1538679600,58.11,1538643600,0.55,2018-10-04,60.91,0.84,partly-cloudy-day,0.84,,0.0013,0.0262,1538690400.0,0.93,rain,1015.99,Mostly cloudy throughout the day.,1538650610,1538692472,74.95,1538679600,59.42,1538737200.0,74.95,1538679600,58.11,1538643600,1538625600,4,1538668800,9.64,218,7.33,1538668800,1.44
68.53,1538769600,62.61,1538794800.0,72.02,1538712000,59.42,1538737200,0.59,2018-10-05,55.21,0.72,partly-cloudy-night,0.87,,0.0,0.0,,0.0,,1019.72,Mostly cloudy throughout the day.,1538737072,1538778773,68.53,1538769600,62.61,1538794800.0,71.22,1538712000,59.42,1538737200,1538712000,4,1538758800,9.99,29,9.55,1538748000,3.92
66.16,1538866800,66.4,1538870400.0,67.29,1538881200,62.63,1538798400,1.0,2018-10-06,60.38,0.87,cloudy,0.91,,0.0003,0.0015,1538863200.0,0.18,rain,1022.41,Overcast throughout the day.,1538823533,1538865075,65.6,1538866800,65.77,1538870400.0,66.61,1538881200,62.63,1538798400,1538798400,3,1538838000,8.99,167,7.63,1538856000,3.63
79.73,1538942400,65.88,1539000000.0,79.73,1538942400,67.27,1538884800,0.79,2018-10-07,67.97,0.88,partly-cloudy-day,0.95,,0.0001,0.0013,1538888400.0,0.17,rain,1022.05,Mostly cloudy until evening.,1538909996,1538951377,78.75,1538942400,65.16,1539000000.0,78.75,1538942400,66.53,1538884800,1538884800,3,1538924400,8.93,234,6.57,1538888400,2.97
66.46,1538996400,64.33,1539043200.0,72.13,1538971200,64.24,1539039600,0.95,2018-10-08,63.65,0.93,cloudy,0.98,,0.0003,0.0015,1539039600.0,0.2,rain,1028.61,Overcast throughout the day.,1538996458,1539037680,65.8,1538996400,63.85,1539043200.0,70.97,1538971200,63.77,1539039600,1538971200,3,1539010800,6.88,83,8.66,1539025200,4.54
77.05,1539115200,69.77,1539169200.0,77.05,1539115200,65.82,1539057600,0.88,2018-10-09,66.99,0.91,partly-cloudy-day,0.03,,0.0004,0.0049,1539068400.0,0.4,rain,1026.37,Mostly cloudy throughout the day.,1539082921,1539123983,76.06,1539115200,68.66,1539169200.0,76.06,1539115200,65.05,1539057600,1539057600,3,1539097200,8.31,193,4.17,1539122400,1.85
82.66,1539198000,72.6,1539241200.0,82.66,1539198000,69.77,1539169200,0.68,2018-10-10,68.9,0.89,partly-cloudy-day,0.06,,0.0,0.0,,0.0,,1018.72,Mostly cloudy throughout the day.,1539169384,1539210287,79.93,1539198000,71.37,1539241200.0,79.93,1539198000,68.66,1539169200,1539144000,3,1539190800,9.42,202,6.65,1539223200,3.09
76.21,1539284400,58.41,1539345600.0,76.21,1539284400,70.76,1539313200,0.93,2018-10-11,70.06,0.94,rain,0.09,,0.0196,0.0874,1539288000.0,1.0,rain,1006.65,"Rain starting in the afternoon, continuing until evening.",1539255848,1539296592,74.66,1539284400,58.41,1539345600.0,74.66,1539284400,69.52,1539313200,1539230400,3,1539273600,8.96,197,10.42,1539280800,3.6
60.73,1539370800,46.12,1539432000.0,70.43,1539316800,50.98,1539399600,0.46,2018-10-12,47.86,0.67,partly-cloudy-day,0.12,,0.0041,0.0511,1539334800.0,0.72,rain,1003.16,Mostly cloudy until afternoon.,1539342311,1539382898,60.73,1539370800,47.76,1539432000.0,69.23,1539316800,50.98,1539399600,1539316800,4,1539360000,9.75,331,18.77,1539374400,7.86
55.59,1539464400,42.75,1539504000.0,55.59,1539464400,44.94,1539435600,0.57,2018-10-13,41.87,0.73,rain,0.16,,0.0036,0.0323,1539432000.0,1.0,rain,1012.19,Light rain in the morning.,1539428776,1539469204,55.59,1539464400,42.75,1539504000.0,55.59,1539464400,47.06,1539435600,1539403200,3,1539446400,9.92,295,9.85,1539453600,4.17
57.07,1539540000,50.83,1539579600.0,57.07,1539540000,42.75,1539504000,0.27,2018-10-14,40.62,0.72,partly-cloudy-night,0.19,,0.0,0.0,,0.0,,1022.84,Mostly cloudy overnight.,1539515240,1539555511,57.07,1539540000,50.83,1539579600.0,57.07,1539540000,42.75,1539504000,1539489600,4,1539532800,10.0,251,7.19,1539543600,2.47
65.84,1539644400,41.69,1539691200.0,67.16,1539658800,50.83,1539579600,0.96,2018-10-15,55.12,0.82,cloudy,0.22,,0.0008,0.0074,1539601200.0,0.61,rain,1017.44,Overcast throughout the day.,1539601705,1539641819,65.38,1539644400,46.29,1539691200.0,67.02,1539658800,50.83,1539579600,1539576000,3,1539619200,9.61,217,10.94,1539651600,5.15
54.67,1539723600,42.17,1539770400.0,63.34,1539662400,41.69,1539691200,0.29,2018-10-16,37.16,0.58,clear-day,0.25,,0.001,0.0086,1539666000.0,0.79,rain,1018.31,Clear throughout the day.,1539688171,1539728128,54.67,1539723600,44.1,1539770400.0,63.34,1539662400,46.29,1539691200,1539662400,4,1539705600,10.0,298,14.13,1539669600,6.7
61.3,1539802800,36.34,1539864000.0,61.3,1539802800,42.17,1539770400,0.25,2018-10-17,37.32,0.59,partly-cloudy-day,0.28,,0.0,0.0,,0.0,,1015.32,"Mostly cloudy starting in the afternoon, continuing until evening.",1539774637,1539814438,61.3,1539802800,41.5,1539864000.0,61.3,1539802800,44.1,1539770400,1539748800,4,1539792000,10.0,278,19.16,1539806400,7.29
50.68,1539889200,35.71,1539939600.0,50.68,1539889200,36.34,1539864000,0.16,2018-10-18,25.35,0.46,partly-cloudy-night,0.31,,0.0,0.0,,0.0,,1025.54,Partly cloudy in the morning.,1539861103,1539900748,50.68,1539889200,37.54,1539936000.0,50.68,1539889200,41.28,1539918000,1539835200,4,1539878400,10.0,310,15.04,1539892800,7.6
59.78,1539975600,53.11,1540026000.0,59.78,1539975600,35.71,1539939600,0.04,2018-10-19,34.95,0.6,partly-cloudy-night,0.34,,0.0,0.0,,0.0,,1022.56,Mostly cloudy overnight.,1539947569,1539987060,59.78,1539975600,53.11,1540026000.0,59.78,1539975600,37.54,1539936000,1539921600,4,1539964800,10.0,237,10.7,1539975600,5.3
61.97,1540065600,41.49,1540123200.0,61.97,1540065600,51.39,1540090800,0.7,2018-10-20,47.36,0.73,partly-cloudy-day,0.37,,0.0012,0.0129,1540022400.0,0.86,rain,1006.35,Mostly cloudy throughout the day.,1540034036,1540073373,61.97,1540065600,46.6,1540123200.0,61.97,1540065600,51.39,1540090800,1540008000,3,1540051200,9.92,246,11.53,1540047600,5.9
42.84,1540119600,32.11,1540195200.0,51.04,1540094400,34.69,1540173600,0.61,2018-10-21,31.95,0.6,partly-cloudy-day,0.4,,0.0003,0.0026,1540101600.0,0.23,rain,1012.21,Mostly cloudy until afternoon.,1540120504,1540159686,47.63,1540119600,35.1,1540202400.0,51.04,1540094400,37.74,1540177200,1540094400,3,1540137600,10.0,324,24.26,1540152000,8.73
50.63,1540242000,43.57,1540278000.0,50.63,1540242000,32.11,1540195200,0.44,2018-10-22,31.68,0.65,partly-cloudy-day,0.43,,0.0,0.0,,0.0,,1022.89,Mostly cloudy until evening.,1540206971,1540246001,50.63,1540242000,43.57,1540278000.0,50.63,1540242000,35.1,1540202400,1540180800,3,1540224000,10.0,245,8.29,1540231200,3.81
63.93,1540324800,40.94,1540378800.0,63.93,1540324800,43.57,1540278000,0.62,2018-10-23,40.1,0.65,partly-cloudy-day,0.46,,0.0,0.0009,1540335600.0,0.0,,1016.97,Mostly cloudy until evening.,1540293439,1540332317,63.93,1540324800,44.96,1540378800.0,63.93,1540324800,43.57,1540278000,1540267200,3,1540310400,10.0,266,9.51,1540339200,3.46
54.09,1540407600,37.37,1540468800.0,54.09,1540407600,40.52,1540436400,0.37,2018-10-24,34.38,0.58,partly-cloudy-day,0.51,,0.0,0.0,,0.0,,1017.82,Partly cloudy until evening.,1540379908,1540418634,54.09,1540407600,39.6,1540465200.0,54.09,1540407600,44.79,1540436400,1540353600,3,1540393200,10.0,317,21.13,1540396800,7.88
50.9,1540494000,35.3,1540551600.0,50.9,1540494000,37.37,1540468800,0.07,2018-10-25,30.46,0.58,clear-day,0.53,,0.0,0.0,,0.0,,1019.77,Clear throughout the day.,1540466377,1540504952,50.9,1540494000,35.3,1540551600.0,50.9,1540494000,39.6,1540465200,1540440000,4,1540486800,10.0,318,10.02,1540476000,6.06
48.48,1540587600,38.92,1540627200.0,48.48,1540587600,35.3,1540551600,0.51,2018-10-26,32.48,0.67,partly-cloudy-day,0.57,,0.0,0.0,,0.0,,1019.47,Mostly cloudy throughout the day.,1540552846,1540591271,48.78,1540584000,44.16,1540623600.0,48.78,1540584000,35.3,1540551600,1540526400,3,1540569600,10.0,79,9.45,1540609200,1.39
45.83,1540681200,42.64,1540720800.0,46.87,1540692000,38.92,1540627200,1.0,2018-10-27,45.01,0.92,rain,0.6,,0.0275,0.0829,1540634400.0,1.0,rain,1005.81,"Rain until afternoon, starting again in the evening.",1540639315,1540677592,49.92,1540681200,45.36,1540713600.0,49.92,1540681200,44.16,1540623600,1540612800,2,1540652400,5.05,45,23.44,1540656000,9.51
52.26,1540753200,46.46,1540814400.0,52.26,1540753200,42.64,1540720800,0.91,2018-10-28,43.45,0.83,partly-cloudy-day,0.64,,0.0006,0.0064,1540699200.0,0.86,rain,1007.41,Mostly cloudy throughout the day.,1540725785,1540763914,52.26,1540753200,48.54,1540792800.0,52.26,1540753200,45.36,1540713600,1540699200,3,1540746000,9.13,256,8.79,1540735200,5.15
54.92,1540836000,,,54.92,1540836000,43.85,1540868400,0.86,2018-10-29,44.48,0.81,partly-cloudy-day,0.67,,0.002,0.0115,1540789200.0,0.92,rain,1007.82,Mostly cloudy throughout the day.,1540812255,1540850237,54.92,1540836000,,,54.92,1540836000,46.66,1540868400,1540785600,3,1540832400,9.91,256,11.08,1540836000,5.34
